restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,protein_efficiency
Taco Bell,Chicken Quesalupa,440.0,200.0,23.0,10.0,0.5,60.0,840.0,37.0,3.0,3.0,22.0,15.0,8.0,35.0,5.0
Taco Bell,Beef Quesalupa,460.0,240.0,26.0,11.0,1.0,50.0,890.0,38.0,4.0,3.0,19.0,15.0,6.0,35.0,4.130434782608695
Taco Bell,Shredded Chicken Mini Quesadilla,180.0,70.0,8.0,2.5,0.0,25.0,540.0,15.0,2.0,1.0,12.0,0.0,0.0,0.0,6.666666666666667
Taco Bell,Spicy Chicken Crunchwrap Slider,400.0,180.0,20.0,4.0,0.0,25.0,900.0,42.0,3.0,3.0,15.0,0.0,0.0,0.0,3.75
Taco Bell,Spicy Tostada,200.0,90.0,10.0,2.5,0.0,10.0,440.0,22.0,4.0,1.0,7.0,0.0,0.0,0.0,3.5000000000000004
Taco Bell,Stacker,390.0,170.0,18.0,8.0,0.5,40.0,1050.0,39.0,4.0,3.0,18.0,8.0,2.0,30.0,4.615384615384616
Taco Bell,Steak Quesadilla,520.0,250.0,28.0,12.0,1.0,65.0,1250.0,41.0,4.0,3.0,25.0,0.0,0.0,0.0,4.807692307692308
Taco Bell,Original Triple Double Crunchwrap,700.0,270.0,30.0,9.0,0.5,45.0,1550.0,85.0,9.0,7.0,23.0,15.0,6.0,25.0,3.2857142857142856
Taco Bell,Spicy Triple Double Crunchwrap,780.0,340.0,38.0,10.0,0.5,50.0,1850.0,87.0,9.0,8.0,23.0,20.0,10.0,25.0,2.9487179487179485
Taco Bell,Fiesta Taco Salad-Beef,780.0,380.0,42.0,10.0,1.0,60.0,1340.0,74.0,11.0,7.0,26.0,0.0,0.0,0.0,3.3333333333333335
Taco Bell,Fiesta Taco Salad-Chicken,720.0,320.0,35.0,7.0,0.0,70.0,1260.0,70.0,8.0,8.0,32.0,0.0,0.0,0.0,4.444444444444445
Taco Bell,Fiesta Taco Salad-Steak,720.0,320.0,36.0,8.0,1.0,55.0,1340.0,70.0,8.0,8.0,28.0,0.0,0.0,0.0,3.888888888888889
